First Name;MI;Last Name;Age;Hair Color;Eye Color;Sisters;Brothers;No. of Pets;Types of Pets;Occupation;Education;Note
Ernest;E;Howards;75;Orange;Brown;3;5;6;Unknown;Teller;Princetonne;
Ida;N;Howards;47;Brown;Green;4;1;9;Unknown;Singer;Ventnor Univ.;
Kate;E;O'Leary;49;Green;White;0;5;6;Unknown;Clerk;night school;
Winnie;N;O'Leary;76;Orange;White;1;4;5;dogs, fish;Busser;Ventnor Univ.;
Rhoda;A;Valdez;66;Brown;Black;3;3;0;None;Assistant;Ventnor Univ.;
Victor;N;Grant;43;Grey;Green;1;1;0;None;Botanist;night school;
Kate;I;Garrison;63;Black;Black;2;2;5;dogs, fish;Clerk;Ventnor Univ.;
Olive;I;Young;48;Orange;Grey;2;1;5;dogs, fish;Clerk;Ventnor Univ.;
James;R;Lambert;37;Green;Black;1;4;2;fish, hamsters;Actor;night school;
Quentin;E;Richards;59;Black;Red;4;1;4;birds, dogs;Maid;Ventnor Univ.;
Yorick;E;Ebbers;75;Black;Green;4;5;Unk.;cats;Examiner;night school;
Victor;I;Richards;48;Brown;Black;4;5;8;birds, fish;Chef;Princetonne;
Desmond;N;Islington;47;Green;Green;2;1;5;dogs, fish;Examiner;Princetonne;
Ida;L;Hanks;34;Blue;Brown;0;3;5;dogs, fish;Illustrator;Princetonne;
Neville;U;Jackson;52;Blue;Grey;2;1;1;hamsters;Author;night school;
James;U;Ebbers;74;Grey;Black;4;5;4;birds, dogs;Valet;Ventnor Univ.;
Zillah;T;Charles;24;Orange;Blue;4;1;6;Unknown;Therapist;night school;
Susan;A;Lawrence;21;Red;Brown;1;1;Unk.;cats;Librarian;Princetonne;
Fanny;R;Black;29;Orange;Green;4;1;2;fish, hamsters;Reporter;Ventnor Univ.;
James;S;Grant;31;Orange;Grey;4;5;5;dogs, fish;Singer;night school;
Clara;E;Romanov;61;Grey;Red;3;3;10;dogs, hamsters;Teller;Ventnor Univ.;
Desmond;E;Adams;42;Grey;Black;2;2;0;None;Masseur;Ventnor Univ.;
Olive;Q;Johnson;73;Grey;Green;2;1;0;None;Painter;Ventnor Univ.;
Susan;E;Sindel;42;Brown;Black;3;5;9;Unknown;Reporter;Princetonne;
Kate;B;Jackson;36;Black;Grey;0;3;1;hamsters;Author;night school;
Ernest;C;Charles;77;Orange;Brown;1;1;2;fish, hamsters;Accountant;Ventnor Univ.;
Desmond;A;Onassis;21;Grey;Red;1;1;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Ernest;Y;Kildare;23;Grey;Red;0;6;0;None;Sysop;Princetonne;
Rhoda;I;Ebbers;19;Red;Green;2;2;7;birds, hamsters;Dishwasher;Ventnor Univ.;
Yorick;T;Richards;45;Orange;White;3;3;Unk.;cats;Clerk;night school;
Una;R;Phelps;60;Blue;Black;3;5;5;dogs, fish;Anesthiesiologist;UHI-Honolulu;
Kate;A;Phelps;21;Brown;Black;4;1;1;hamsters;Actor;Alpacawarts;
Amy;A;Queen;21;Red;Grey;1;1;8;birds, fish;Secretary;night school;
Una;O;O'Leary;26;Brown;Black;4;5;1;hamsters;Painter;night school;
Titus;E;Garrison;61;Black;Black;4;5;1;hamsters;Actor;night school;
Rhoda;C;Nabors;77;Black;Green;0;3;8;birds, fish;Sysop;night school;
Quentin;B;Franklin;18;Brown;Red;0;5;5;dogs, fish;Administrator;Ventnor Univ.;
Titus;A;Enfield;66;Orange;Green;2;3;6;Unknown;Director;Ventnor Univ.;
Desmond;L;Adams;40;Orange;Blue;3;3;Unk.;cats;Maid;night school;
Ernest;T;Watanabe;65;Blue;Brown;1;4;Unk.;cats;Mechanic;night school;
Victor;M;Michaels;53;Brown;Black;0;5;8;birds, fish;Busser;Saint George;
Victor;Y;Jackson;57;Black;Red;2;1;0;None;Nurse;night school;
Zillah;I;Valdez;39;Blue;Brown;4;5;10;dogs, hamsters;Therapist;Ventnor Univ.;
Yorick;A;Thomas;66;Black;Green;4;1;6;Unknown;Clerk;Ventnor Univ.;
Kate;S;Michaels;51;Grey;Red;3;1;1;hamsters;Analyst;night school;
Xerxes;T;Johnson;65;Red;Grey;3;5;10;dogs, hamsters;Pilot;Ventnor Univ.;
Leo;R;Unser;29;Red;Brown;3;1;7;birds, hamsters;Cook;Ventnor Univ.;
Rhoda;E;Watanabe;59;Red;Green;3;1;9;Unknown;Valet;night school;
Susan;Y;Siebert;35;Green;Green;2;1;2;fish, hamsters;Illustrator;Ventnor Univ.;
Winnie;R;Yount;29;Green;Brown;1;4;9;Unknown;Designer;Princetonne;
Rhoda;E;Dupont;72;Brown;Black;1;1;Unk.;cats;Instructor;night school;
Maud;R;Nabors;29;Red;Grey;0;6;8;birds, fish;Instructor;night school;
Basil;B;Black;18;Red;Brown;1;1;8;birds, fish;Butler;night school;
George;N;Howards;47;Orange;Blue;3;5;Unk.;cats;Director;night school;
Xerxes;C;Lambert;77;Brown;Black;2;1;10;dogs, hamsters;Administrator;Princetonne;
Titus;E;Queen;49;Black;Green;2;3;5;dogs, fish;Maid;Princetonne;
Ernest;B;Charles;54;Red;Green;4;5;Unk.;cats;Wildcat;Ventnor Univ.;
Maud;M;Howards;53;Grey;Red;0;6;Unk.;cats;Reporter;Ventnor Univ.;
Olive;A;Williams;21;Orange;Green;0;5;10;dogs, hamsters;Chauffeur;Princetonne;
Desmond;T;Lambert;65;Orange;White;2;1;Unk.;cats;Editor;Ventnor Univ.;
Winnie;U;Xerxes;74;Blue;Grey;0;5;1;hamsters;Administrator;Princetonne;
Rhoda;R;Brown;37;Green;Green;1;1;7;birds, hamsters;Busser;Saint George;
Basil;O;Romanov;32;Brown;Brown;0;3;Unk.;cats;Cook;Ventnor Univ.;
Amy;U;Black;74;Orange;White;3;3;Unk.;cats;Librarian;Ventnor Univ.;
Basil;A;Adams;38;Grey;Red;0;5;10;dogs, hamsters;Wildcat;Princetonne;
Una;S;Valdez;62;Black;Green;0;4;4;birds, dogs;Actor;Ventnor Univ.;
Ida;L;Queen;34;Orange;Brown;2;3;9;Unknown;Clerk;Ventnor Univ.;
Victor;N;Jackson;76;Orange;Brown;3;3;10;dogs, hamsters;Director;Ventnor Univ.;
Neville;E;Grant;72;Brown;Brown;0;4;3;birds;Doctor;Ventnor Univ.;
Hector;R;Romanov;71;Black;Red;0;4;7;birds, hamsters;Auditor;Ventnor Univ.;
Clara;T;Isaacson;24;Black;Black;2;1;2;fish, hamsters;Singer;Ventnor Univ.;
George;N;Yount;20;Orange;Blue;0;6;3;birds;Chauffeur;night school;
Neville;S;Islington;51;Green;Green;0;3;Unk.;cats;Examiner;Ventnor Univ.;
Victor;T;Grant;56;Brown;Black;0;5;9;Unknown;Docent;night school;
Fanny;L;Michaels;40;Red;Green;0;3;Unk.;cats;Zookeeper;Saint George;
Neville;I;Romanov;19;Green;Brown;0;4;8;birds, fish;Author;night school;
George;E;Queen;75;Grey;Red;2;2;Unk.;cats;Teacher;Saint George;
Susan;A;Phelps;21;Brown;Black;3;5;5;dogs, fish;Librarian;night school;
Desmond;B;Queen;18;Black;Grey;0;4;Unk.;cats;Pilot;Ventnor Univ.;
Fanny;Y;Grant;23;Brown;Grey;4;5;8;birds, fish;Clerk;Ventnor Univ.;
Rhoda;L;Young;41;Blue;Grey;1;1;Unk.;cats;Zookeeper;Ventnor Univ.;
Clara;Y;Islington;35;Green;Black;4;1;7;birds, hamsters;Lumberjack;night school;
James;R;Johnson;29;Grey;Red;1;4;0;None;Reporter;Saint George;
Prue;A;Grant;66;Red;Green;1;1;Unk.;cats;Reporter;Princetonne;
Hector;N;Valdez;47;Black;Green;2;1;0;None;Director;night school;
Ernest;I;Brown;39;Green;White;3;1;10;dogs, hamsters;Operator;Ventnor Univ.;
Xerxes;L;Williams;40;Orange;Blue;3;1;Unk.;cats;Anesthiesiologist;Ventnor Univ.;
Olive;E;Garrison;75;Orange;Blue;0;6;Unk.;cats;Masseur;Ventnor Univ.;
Ernest;I;Morrison;19;Brown;Green;3;3;10;dogs, hamsters;Journalist;night school;
James;R;Young;60;Red;Grey;0;6;2;fish, hamsters;Illustrator;Ventnor Univ.;
Titus;E;Islington;42;Blue;Black;1;1;0;None;Wildcat;night school;
Fanny;R;Queen;22;Blue;Black;2;1;10;dogs, hamsters;Unemployed;Princetonne;
Titus;E;Hanks;69;Red;Green;2;2;Unk.;cats;Masseur;Princetonne;
Titus;R;Xerxes;37;Grey;Black;3;3;5;dogs, fish;Pilot;Ventnor Univ.;
Yorick;T;Ebbers;24;Red;Green;3;3;8;birds, fish;Mechanic;Nelson's Hall;
Una;I;Romanov;46;Orange;Blue;0;3;2;fish, hamsters;Dishwasher;Ventnor Univ.;
Hector;S;Howards;31;Grey;Black;3;1;6;Unknown;Assistant;Ventnor Univ.;
Fanny;I;Ebbers;39;Grey;Green;0;4;Unk.;cats;Sysop;Ventnor Univ.;
Victor;W;Sindel;25;Blue;Blue;1;4;9;Unknown;Lumberjack;Nelson's Hall;
Maud;I;Thomas;46;Green;Green;0;4;8;birds, fish;Tutor;night school;
Xerxes;L;Howards;34;Brown;Green;0;4;6;Unknown;Mechanic;South Exeter;
Xerxes;T;Watanabe;56;Blue;Blue;3;5;10;dogs, hamsters;Mechanic;Ventnor Univ.;
Hector;M;Nichols;53;Orange;Brown;0;6;Unk.;cats;Cook;night school;
Yorick;A;Valdez;38;Red;Grey;2;1;1;hamsters;Sysop;Ventnor Univ.;
Fanny;O;Queen;26;Brown;Grey;4;5;6;Unknown;Maid;Ventnor Univ.;
Quentin;E;Islington;61;Brown;Red;3;3;5;dogs, fish;Teacher;Princetonne;
Susan;E;Garrison;49;Black;Red;1;1;5;dogs, fish;Accountant;Alpacawarts;
James;Y;Grant;55;Orange;Grey;3;3;Unk.;cats;Instructor;Ventnor Univ.;
Titus;N;Yount;43;Red;Grey;4;1;7;birds, hamsters;Guest Docent;night school;
Basil;D;Isaacson;30;Green;White;0;3;5;dogs, fish;Teller;Ventnor Univ.;
Hector;I;Jackson;19;Red;Grey;0;3;5;dogs, fish;Waiter;night school;
Una;A;Jackson;38;Brown;Grey;3;3;0;None;Analyst;night school;
Yorick;E;Watanabe;49;Blue;Grey;2;2;0;None;Tutor;Ventnor Univ.;
Prue;O;Nabors;28;Orange;White;1;4;1;hamsters;Waiter;Princetonne;
Ivy;Y;Xerxes;57;Blue;Brown;3;5;3;birds;Auditor;Ventnor Univ.;
Desmond;S;Williams;62;Orange;Grey;3;3;10;dogs, hamsters;Investment Finder;Ventnor Univ.;
Quentin;E;Jackson;59;Green;Green;3;3;2;fish, hamsters;Botanist;Ventnor Univ.;
Basil;Q;Charles;73;Blue;Blue;0;6;4;birds, dogs;Butler;Ventnor Univ.;
Ida;N;Quincy;67;Brown;Grey;2;1;9;Unknown;Auditor;Ventnor Univ.;
Amy;E;Sindel;42;Black;Grey;2;3;7;birds, hamsters;Unemployed;Ventnor Univ.;
Clara;L;Nichols;41;Blue;Black;4;5;6;Unknown;Reporter;Princetonne;
Xerxes;R;Howards;37;Black;Grey;1;1;4;birds, dogs;Author;Nelson's Hall;
Titus;B;Romanov;18;Red;Brown;2;2;5;dogs, fish;Auditor;Ventnor Univ.;
James;E;Quincy;59;Brown;Black;4;1;1;hamsters;Clerk;night school;
Winnie;S;Islington;50;Orange;Grey;2;2;1;hamsters;Secretary;Ventnor Univ.;
Una;N;Onassis;33;Blue;Grey;0;3;2;fish, hamsters;Author;Ventnor Univ.;
Fanny;T;Watanabe;45;Green;Brown;2;1;9;Unknown;Director;Ventnor Univ.;
Clara;S;Sindel;64;Green;Green;3;1;Unk.;cats;Clerk;Lodge of Kent;
Yorick;C;Ximenez;77;Red;Green;2;3;Unk.;cats;Administrator;Nelson's Hall;
Leo;Y;Xerxes;78;Brown;Black;1;4;9;Unknown;Lumberjack;Ventnor Univ.;
Clara;E;Garrison;75;Black;Grey;1;1;10;dogs, hamsters;Teacher;Ventnor Univ.;
Zillah;N;Dupont;47;Green;Brown;3;3;Unk.;cats;Administrator;night school;
Quentin;B;Jackson;18;Blue;Blue;4;5;7;birds, hamsters;Assistant;night school;
Rhoda;Q;Islington;73;Orange;Grey;3;3;4;birds, dogs;Reporter;Ventnor Univ.;
Winnie;E;Isaacson;69;Blue;Blue;0;3;3;birds;Clerk;Ventnor Univ.;
Prue;E;Onassis;59;Grey;Green;0;4;Unk.;cats;Docent;Saint George;
Xerxes;A;Howards;21;Green;White;3;3;6;Unknown;Doctor;night school;
Neville;T;Quincy;56;Brown;Grey;4;5;7;birds, hamsters;Reporter;Ventnor Univ.;
Clara;T;Lawrence;65;Blue;Black;1;1;Unk.;cats;Chef;Ventnor Univ.;
Ernest;C;Thomas;77;Green;Violet;3;3;3;birds;Tutor;night school;
James;T;Grant;56;Orange;Green;4;5;9;Unknown;Cook;Ventnor Univ.;
Prue;Y;Brown;23;Blue;Blue;4;1;Unk.;cats;Unemployed;night school;
Xerxes;R;Unser;29;Brown;Black;4;1;0;None;Teacher;Ventnor Univ.;
Quentin;E;Nabors;49;Brown;Grey;1;1;4;birds, dogs;Dishwasher;night school;
Zillah;T;Johnson;56;Orange;Green;2;1;Unk.;cats;Operator;night school;
Leo;E;Hanks;75;Grey;Red;4;5;Unk.;cats;Mechanic;Ventnor Univ.;
Hector;I;Queen;46;Black;Black;1;4;Unk.;cats;Auditor;Ventnor Univ.;
Quentin;N;Kildare;76;Red;Grey;3;1;10;dogs, hamsters;Valet;night school;
Una;Y;Unser;57;Brown;Green;0;5;3;birds;Curator;night school;
Ernest;S;Garrison;50;Grey;Green;1;1;1;hamsters;Valet;Ventnor Univ.;
Rhoda;T;Xerxes;65;Blue;Brown;2;1;8;birds, fish;Botanist;night school;
Titus;I;Grant;48;Grey;Black;2;1;Unk.;cats;Singer;Ventnor Univ.;
Fanny;P;Nabors;58;Green;Brown;3;3;Unk.;cats;Valet;Ventnor Univ.;
Neville;W;Phelps;25;Orange;Green;0;4;Unk.;cats;Analyst;Ventnor Univ.;
George;A;Ximenez;66;Orange;Brown;2;3;6;Unknown;Doctor;Princetonne;
Amy;C;Valdez;77;Red;Green;0;6;Unk.;cats;Actor;Ventnor Univ.;
Winnie;E;Phelps;75;Orange;White;0;6;10;dogs, hamsters;Butler;Ventnor Univ.;
Olive;N;Franklin;43;Red;Green;2;1;3;birds;Anesthiesiologist;night school;
George;A;Lambert;66;Black;Grey;4;5;4;birds, dogs;Librarian;Nelson's Hall;
Olive;E;Howards;72;Blue;Grey;0;5;1;hamsters;Clerk;Nelson's Hall;
Clara;Y;Queen;35;Orange;White;3;1;5;dogs, fish;Director;night school;
Una;N;Dupont;20;Grey;Black;1;4;9;Unknown;Mechanic;Ventnor Univ.;
Kate;M;Onassis;53;Orange;Grey;1;4;Unk.;cats;Journalist;night school;
Zillah;W;Hanks;27;Red;Brown;1;1;3;birds;Journalist;Ventnor Univ.;
Desmond;Y;Queen;78;Brown;Brown;2;2;6;Unknown;Assistant;Princetonne;
Olive;O;Jackson;32;Red;Grey;1;1;Unk.;cats;Tutor;night school;
Amy;B;Phelps;54;Orange;White;2;2;3;birds;Professor;Alpacawarts;
Fanny;N;Phelps;43;Blue;Black;2;1;7;birds, hamsters;Chauffeur;Princetonne;
Yorick;A;Michaels;21;Black;Green;0;4;10;dogs, hamsters;Operator;Princetonne;
Prue;R;Islington;71;Brown;Red;2;1;7;birds, hamsters;Anesthiesiologist;night school;
Winnie;L;Howards;41;Orange;Blue;4;5;6;Unknown;Actor;Ventnor Univ.;
Xerxes;I;Siebert;19;Grey;Black;2;2;Unk.;cats;Professor;Ventnor Univ.;
Una;L;Kildare;40;Orange;Blue;3;1;4;birds, dogs;Director;Ventnor Univ.;
Quentin;N;Xerxes;20;Black;Green;2;1;5;dogs, fish;Valet;Princetonne;
Una;N;Phelps;76;Blue;Brown;2;3;7;birds, hamsters;Doctor;Ventnor Univ.;
Rhoda;I;Romanov;39;Green;Brown;4;5;8;birds, fish;Painter;Ventnor Univ.;
George;B;Nichols;18;Green;Black;0;3;2;fish, hamsters;Professor;Ventnor Univ.;
Ida;O;Xerxes;32;Green;Green;4;1;9;Unknown;Author;Princetonne;
Amy;N;Franklin;33;Grey;Green;0;3;0;None;Sysop;Ventnor Univ.;
Olive;R;Richards;37;Blue;Grey;2;2;9;Unknown;Executive Operator;night school;
Winnie;C;Black;68;Green;Brown;2;3;7;birds, hamsters;Auditor;Ventnor Univ.;
Titus;N;Yount;76;Green;White;0;5;0;None;Actor;night school;
Titus;E;Romanov;69;Orange;Brown;2;1;4;birds, dogs;Botanist;Ventnor Univ.;
Kate;N;Nabors;67;Orange;White;1;1;7;birds, hamsters;Masseur;Princetonne;
Neville;T;Dupont;56;Green;Black;2;3;5;dogs, fish;Clerk;night school;
Leo;N;O'Leary;20;Grey;Green;2;2;6;Unknown;Journalist;Ventnor Univ.;
Maud;N;Thomas;76;Orange;Green;3;3;9;Unknown;Waiter;Ventnor Univ.;
Quentin;S;Onassis;62;Blue;Blue;4;1;2;fish, hamsters;Teacher;Ventnor Univ.;
Hector;Y;Johnson;23;Green;Brown;0;5;8;birds, fish;Secretary;Ventnor Univ.;
Olive;E;Hanks;61;Brown;Grey;1;1;9;Unknown;Chef;Ventnor Univ.;
George;Q;Valdez;73;Grey;Black;3;1;Unk.;cats;Painter;night school;
Ida;A;Grant;21;Brown;Green;0;6;10;dogs, hamsters;Sysop;Ventnor Univ.;
Neville;Q;Grant;73;Brown;Red;1;4;Unk.;cats;Zookeeper;night school;
Olive;E;Queen;59;Brown;Red;2;3;6;Unknown;Nurse;Ventnor Univ.;
Prue;F;Islington;70;Grey;Red;3;1;5;dogs, fish;Clerk;Ventnor Univ.;
Yorick;Y;Enfield;57;Orange;Grey;1;4;3;birds;Teller;Ventnor Univ.;
Ernest;T;Adams;56;Grey;Black;1;4;4;birds, dogs;Painter;Ventnor Univ.;
Hector;U;Valdez;74;Blue;Blue;0;5;9;Unknown;Butler;Ventnor Univ.;
Yorick;Y;Lambert;57;Green;Brown;4;1;7;birds, hamsters;Docent;night school;
Olive;S;Islington;51;Orange;Blue;4;1;0;None;Chef;Ventnor Univ.;
Amy;O;Dupont;26;Black;Grey;4;1;3;birds;Butler;Ventnor Univ.;
Victor;Y;Isaacson;78;Green;Black;4;1;6;Unknown;Botanist;Princetonne;
Victor;N;Thomas;43;Green;White;1;1;Unk.;cats;Secretary;Ventnor Univ.;
Quentin;I;Nichols;19;Brown;Green;2;2;10;dogs, hamsters;Doctor;night school;
Neville;T;Phelps;24;Black;Black;3;3;Unk.;cats;Actor;Ventnor Univ.;
Ida;E;Young;42;Black;Grey;2;2;3;birds;Chef;night school;
Basil;E;Garrison;42;Black;Green;3;1;9;Unknown;Zookeeper;Ventnor Univ.;
Kate;D;Ximenez;30;Orange;Green;3;5;1;hamsters;Librarian;Alpacawarts;
Fanny;E;Quincy;75;Red;Grey;3;5;3;birds;Chauffeur;night school;
Amy;T;Siebert;45;Orange;Grey;0;6;7;birds, hamsters;Journalist;Princetonne;
Una;E;Kildare;42;Green;Black;2;2;2;fish, hamsters;Therapist;Princetonne;
Winnie;T;Hanks;24;Black;Red;3;3;8;birds, fish;Clerk;Ventnor Univ.;
Maud;L;Dupont;41;Brown;Red;0;3;3;birds;Professor;Princetonne;
Neville;N;Isaacson;67;Brown;Brown;3;1;3;birds;Valet;Ventnor Univ.;
Winnie;E;Yount;61;Green;Violet;3;5;8;birds, fish;Pilot;Ventnor Univ.;
Winnie;N;Michaels;76;Blue;Blue;2;3;2;fish, hamsters;Secretary;Ventnor Univ.;
Ernest;I;Unser;39;Brown;Green;0;6;2;fish, hamsters;Mechanic;night school;
Prue;E;Grant;69;Orange;Brown;3;3;7;birds, hamsters;Entrepreneur;Ventnor Univ.;
James;R;Michaels;37;Red;Green;3;1;2;fish, hamsters;Wildcat;Nelson's Hall;
Ida;O;Garrison;26;Brown;Red;2;2;8;birds, fish;Zookeeper;Ventnor Univ.;
Hector;A;Franklin;21;Orange;Brown;3;3;9;Unknown;Curator;Ventnor Univ.;
Prue;R;Michaels;71;Black;Grey;4;5;4;birds, dogs;Unemployed;night school;
Una;W;Romanov;27;Brown;Black;1;4;4;birds, dogs;Mechanic;Nelson's Hall;
Hector;Q;Islington;73;Black;Black;1;4;Unk.;cats;Examiner;Ventnor Univ.;
Zillah;E;Williams;42;Green;White;3;5;8;birds, fish;Botanist;night school;
Prue;N;Quincy;20;Black;Black;1;4;Unk.;cats;Librarian;Ventnor Univ.;
Winnie;E;Dupont;42;Orange;Grey;3;3;1;hamsters;Secretary;Ventnor Univ.;
Fanny;I;Quincy;63;Blue;Grey;0;5;6;Unknown;Tutor;night school;
Titus;S;Onassis;31;Green;Violet;0;3;Unk.;cats;Mechanic;Ventnor Univ.;
Amy;T;Dupont;65;Green;Black;0;5;Unk.;cats;Designer;night school;
Zillah;E;Hanks;61;Orange;Brown;2;1;8;birds, fish;Analyst;Ventnor Univ.;
Victor;N;Valdez;47;Orange;Brown;3;3;2;fish, hamsters;Painter;Ventnor Univ.;
Neville;I;Watanabe;39;Red;Brown;3;1;8;birds, fish;Dishwasher;Ventnor Univ.;
Kate;A;Lambert;21;Green;White;2;2;7;birds, hamsters;Journalist;Ventnor Univ.;
Titus;N;Morrison;47;Black;Black;3;1;7;birds, hamsters;Instructor;Princetonne;
Maud;L;Nabors;40;Blue;Brown;0;4;8;birds, fish;Wildcat;night school;
Ida;L;Richards;34;Brown;Brown;0;5;4;birds, dogs;Anesthiesiologist;Ventnor Univ.;
George;T;Romanov;24;Orange;Green;4;1;Unk.;cats;Pilot;Ventnor Univ.;
Leo;B;Ximenez;18;Brown;Black;2;3;7;birds, hamsters;Busser;Ventnor Univ.;
Denise;T;Yount;56;Orange;Green;4;5;Unk.;cats;Entrepreneur;Ventnor Univ.;
Clara;N;Lawrence;33;Red;Brown;0;3;4;birds, dogs;Analyst;night school;
Prue;Q;Siebert;73;Orange;White;3;5;8;birds, fish;Analyst;Saint George;
Quentin;A;Yount;38;Blue;Grey;0;3;9;Unknown;Mechanic;night school;
Neville;E;Dupont;42;Green;Black;0;5;Unk.;cats;Teacher;Princetonne;
Rhoda;I;Jackson;39;Blue;Black;3;3;10;dogs, hamsters;Mechanic;Ventnor Univ.;
Desmond;R;Ebbers;60;Blue;Brown;3;5;6;Unknown;Editor;Ventnor Univ.;
Ernest;M;Black;53;Grey;Black;0;6;7;birds, hamsters;Therapist;Ventnor Univ.;
Winnie;B;Queen;54;Red;Grey;0;6;2;fish, hamsters;Valet;night school;
Susan;E;O'Leary;75;Grey;Green;3;3;0;None;Entrepreneur;Nelson's Hall;
Ernest;B;Adams;36;Black;Grey;3;5;1;hamsters;Nurse;Nelson's Hall;
Kate;T;Garrison;45;Black;Green;2;1;10;dogs, hamsters;Nurse;Ventnor Univ.;
James;L;Watanabe;34;Black;Green;3;5;2;fish, hamsters;Secretary;night school;
George;A;Adams;66;Orange;Grey;2;2;Unk.;cats;Teacher;Nelson's Hall;
Neville;N;Grant;67;Blue;Blue;2;2;10;dogs, hamsters;Masseur;Saint George;
Maud;E;Nichols;75;Blue;Grey;3;3;8;birds, fish;Docent;Ventnor Univ.;
Zillah;R;O'Leary;29;Blue;Blue;2;3;Unk.;cats;Dishwasher;Ventnor Univ.;
Amy;Y;Brown;35;Blue;Grey;3;5;9;Unknown;Examiner;Princetonne;
Titus;W;Nabors;27;Blue;Brown;4;1;6;Unknown;Busser;night school;
Maud;S;Watanabe;64;Red;Green;4;1;9;Unknown;Masseur;Ventnor Univ.;
James;S;Queen;51;Green;Black;2;3;0;None;Dishwasher;Princetonne;
Kate;R;Nabors;71;Blue;Black;4;5;4;birds, dogs;Butler;Ventnor Univ.;
Xerxes;Y;Ebbers;55;Brown;Red;0;3;10;dogs, hamsters;Journalist;Ventnor Univ.;
Yorick;Y;Kildare;35;Grey;Red;2;1;4;birds, dogs;Masseur;Ventnor Univ.;
Ernest;T;Nichols;56;Black;Red;0;5;8;birds, fish;Instructor;Princetonne;
Neville;C;Young;68;Blue;Grey;2;1;Unk.;cats;Maid;Ventnor Univ.;
Susan;Y;Richards;57;Black;Black;0;4;4;birds, dogs;Botanist;Ventnor Univ.;
Maud;A;Phelps;66;Grey;Red;1;1;9;Unknown;Wildcat;Ventnor Univ.;
Neville;P;Richards;58;Orange;Brown;0;4;3;birds;Journalist;Ventnor Univ.;
Olive;W;Yount;25;Grey;Green;2;1;9;Unknown;Mechanic;Ventnor Univ.;
Kate;C;Romanov;77;Brown;Grey;3;5;Unk.;cats;Unemployed;Ventnor Univ.;
Clara;U;Valdez;74;Orange;Grey;2;1;6;Unknown;Pilot;Ventnor Univ.;
Hector;S;Onassis;31;Grey;Red;0;5;8;birds, fish;Maid;night school;
Susan;Y;Valdez;55;Black;Green;2;1;Unk.;cats;Dishwasher;Ventnor Univ.;
Susan;C;Unser;68;Red;Green;0;3;9;Unknown;Assistant;Ventnor Univ.;
Yorick;O;Thomas;26;Black;Grey;3;3;0;None;Lumberjack;Ventnor Univ.;
Neville;O;Richards;32;Green;Brown;3;3;Unk.;cats;Botanist;night school;
Olive;L;Nichols;40;Red;Grey;2;1;0;None;Author;Ventnor Univ.;
Rhoda;B;Isaacson;36;Grey;Green;3;3;7;birds, hamsters;Investment Finder;Princetonne;
James;N;Unser;43;Blue;Blue;0;5;9;Unknown;Editor;night school;
Kate;S;Morrison;50;Black;Red;0;6;3;birds;Auditor;night school;
Una;O;Michaels;32;Brown;Black;0;5;4;birds, dogs;Chef;Ventnor Univ.;
Yorick;O;Adams;32;Grey;Green;3;3;9;Unknown;Auditor;Princetonne;
Ida;N;Franklin;76;Black;Green;4;1;6;Unknown;Butler;Ventnor Univ.;
Basil;S;Isaacson;62;Red;Brown;0;6;2;fish, hamsters;Actor;Ventnor Univ.;
Ida;Q;Xerxes;73;Orange;White;4;1;Unk.;cats;Painter;Ventnor Univ.;
Ernest;N;Phelps;20;Green;White;0;6;7;birds, hamsters;Assistant;Princetonne;
Susan;W;Queen;27;Green;Green;0;5;Unk.;cats;Dishwasher;Ventnor Univ.;
Victor;F;Quincy;70;Red;Green;2;1;5;dogs, fish;Illustrator;night school;
Amy;B;Ximenez;18;Grey;Black;4;1;Unk.;cats;Operator;Ventnor Univ.;
Fanny;E;O'Leary;72;Blue;Grey;2;2;6;Unknown;Unemployed;night school;
Zillah;T;Watanabe;65;Orange;Blue;3;5;8;birds, fish;Waiter;Princetonne;
Prue;N;Unser;43;Brown;Brown;0;6;1;hamsters;Curator;Princetonne;
Neville;I;Unser;46;Orange;White;3;5;2;fish, hamsters;Nurse;night school;
Clara;R;Charles;71;Blue;Brown;3;1;3;birds;Curator;Ventnor Univ.;
Titus;I;Lambert;63;Grey;Green;0;6;Unk.;cats;Administrator;Princetonne;
Hector;Y;Yount;78;Green;White;2;3;7;birds, hamsters;Examiner;night school;
Clara;E;Black;75;Blue;Grey;0;5;0;None;Sysop;night school;
Yorick;W;Garrison;25;Grey;Green;1;4;Unk.;cats;Teller;night school;
James;B;Xerxes;54;Green;Violet;3;1;4;birds, dogs;Teller;Ventnor Univ.;
Fanny;R;Siebert;29;Black;Grey;0;5;Unk.;cats;Illustrator;Ventnor Univ.;
Titus;C;Xerxes;77;Black;Grey;2;2;8;birds, fish;Wildcat;Ventnor Univ.;
James;R;Queen;60;Grey;Green;1;1;6;Unknown;Chauffeur;Ventnor Univ.;
Yorick;Y;Black;55;Red;Brown;1;1;2;fish, hamsters;Painter;night school;
Susan;L;Franklin;40;Black;Black;3;5;Unk.;cats;Director;night school;
James;A;Nabors;38;Brown;Red;0;3;6;Unknown;Guest Docent;night school;
Amy;I;Nichols;48;Brown;Grey;3;5;4;birds, dogs;Clerk;night school;
